sentence_id	sentence	label_id	definition
8841	She was deliberately trying to pick a fight <head>with</head> him because she was terrified he 'd realise how she really felt about him .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8842	On 27 March he was involved in a scuffle <head>with</head> his prisoners at Tyburn .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8843	I 've already had a couple of spats <head>with</head> them and they would n't pass up an opportunity like this to poke fun .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8844	Gatting 's altercation <head>with</head> Shakoor Rana was to have a considerable effect on the West Indies Test rubber .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8845	"Mullan had had an altercation <head>with</head> a youth who had called Mosley a ` Black Bastard "" ."	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8846	Immediately , they heard raised voices and saw that the porter was engaged in an altercation <head>with</head> two men in trench coats .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8847	Rob Andrew won his personal duel <head>with</head> Barnes , ramming in 19 points .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8848	ROBIN Smith , Hampshire 's defiant middle-order maestro , yesterday had the last word in his summer-long bitter duel <head>with</head> Waqar Younis .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8849	The old Warden of the city , a great High Elf mage , was slain in a magical duel <head>with</head> Grom 's greatest shaman , and the people of Tor Yvresse beseeched Eltharion to become their new warden .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8850	He enjoyed a public , after dinner , verbal duel <head>with</head> Dr Strick at Grantley Hall .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8851	( Oh , by the way , Benjamin killed the nobleman concerned in a duel <head>with</head> swords in Leicester Fields .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8852	As late as 1812 the French representative in Naples fought a duel <head>with</head> his Russian colleague over a question of precedence ; and his doing so was officially approved in Paris .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8853	Early in the new century , agreements to resolve imperial clashes <head>with</head> the old rivals , France and Russia , drew Britain into close association with the anti-German Dual Entente .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8854	This has brought Islam once again into direct confrontation <head>with</head> the British school system .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8855	Last year , this fixture was marred by Nigel Clough 's sending-off , and there was more animosity when Forest captain Stuart Pearce had an ugly confrontation <head>with</head> Iceland international Gudni Bergsson on the sidelines .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8856	The demonstrations soon turned into confrontations <head>with</head> Israeli police and army units , a number of youths were killed and hundreds of people injured .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8857	Heavy fighting <head>with</head> government troops was expected to break out soon .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8858	When a certain degree of proficiency has been reached , a student takes part in free fighting <head>with</head> a partner .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8859	It shows the great champion in the throes of the toughest bout of his life , depicting his struggle <head>with</head> grace and poignance .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8860	In the poems are seen Herbert 's struggle <head>with</head> ambition on the one hand and with dejection of spirit on the other .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8861	After King Philip 's War , a relatively serious struggle <head>with</head> Indians in New England in the 1670s , this had ceased to be any serious danger and the frontier had been reasonably peaceful .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8862	"His downfall indicated that he had lost the power struggle <head>with</head> the PS "" barons "" ."	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8863	The action has lasted most of the day and it is now early evening but still light as we have a short sharp skirmish <head>with</head> the enemy rearguard .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8864	The season of 1983 began with another skirmish <head>with</head> Frank Dick over my non-selection for the European Indoor Championships .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8865	The little man would trot around , mumbling contentedly , reenacting heroic skirmishes <head>with</head> rabid Orks in cramped subterranean Squattish strongholds .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8866	This spell may be cast against any one opponent in hand-to-hand combat <head>with</head> the caster .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8867	It had been engaged in regular combat <head>with</head> the Red Army , as part of German forces .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8868	As soon as he entered , Athelstan sensed it was a woman 's chamber : hand-woven tapestries hung on the walls , one depicting a golden dragon locked in combat <head>with</head> a silver wyvern .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8869	The White House , not surprisingly , pointed to its tax legislation stalemate <head>with</head> Congress and quickly passed the buck to the Federal Reserve .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8870	The smell of paint fought <head>with</head> his body smell and won ; it was almost overpowering .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8871	At the moment , as you know , the white people and their friends are fighting <head>with</head> the Germans .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8872	He rushed to attack me , but now he was fighting <head>with</head> a desperate girl .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8873	The House of Lords was clearly reluctant to clash <head>with</head> Parliament on a matter within the scope of Parliamentary Privilege ( see Chap. 3 ) .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8874	She felt that if only she could reach her father-in-law and confront him <head>with</head> her fears for George 's safety , he would somehow make everything all right .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8875	He has more than earned the right to confront the IRA <head>with</head> the tragic error of their ways and to demand a cease-fire .	161	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8876	His marriage <head>with</head> the lovely Susy , designed to give him stability , peace and quiet -- things that I believe James actually , despite occasional appearances to the contrary , cherishes -- had broken up .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8877	She thought of the inevitable disdain with which her friend would react to the news that Constance had been seduced into a reckless marriage <head>with</head> a virtual stranger .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8878	She felt the balance of her marriage <head>with</head> Bernard was thereby restored .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8879	Madame de Lully 's principal residence continued to be the house on the rue St Anne , parish of St Roch , where she had resided <head>with</head> her husband , and where she died on 3 May 1720 .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8880	Earlier that year on census night George was residing <head>with</head> his parents in Allerthorpe .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8881	All the time you have dwelt <head>with</head> me you have mourned	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8882	He has dwelt <head>with</head> them , but the one whom he promises as another Paraclete will dwell in them ( John 14:17 ) .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8883	Melanie was to stay <head>with</head> her aunt in the shop , that day , to learn the prices of things and where things were kept , once the pots were washed .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8884	"` Antoinette is staying <head>with</head> friends in Paris at present . """	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8885	I stayed <head>with</head> Robert Fraser for some years and it all ended with Robert going to jail on the famous drug bust with the Rolling Stones .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8886	At the time she was lodging <head>with</head> two ladies who had lost their brother in the First World War .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8887	"` Only there is a young lady as lodges <head>with</head> me , who asks me every day what Mrs Browning writes and is eager to know for she announces she lives for your poetry . """	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8888	He lodged <head>with</head> the scholarly Tjokroaminoto whose household was a kind of ashram , and who introduced the latest arrival to the new nationalism of Sarekat Islam .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8889	On the death of his third wife , Charles lived <head>with</head> no less than three concubines who bore him numerous children .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8890	Cis lives now <head>with</head> her two daughters Marian ( three years younger than Richard ) and Rhianon ( six years younger ) .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8891	Nambudiri men may cohabit <head>with</head> Nayar women ; Nayar men may never cohabit with Nambudiri women .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8892	It is characterized by equal inheritance among brothers , married sons cohabiting <head>with</head> their parents , but no marriage between the children of siblings .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8893	Cohabitation <head>with</head> reform-minded Communists is their only chance of breaking out of their lonely weakness .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8894	Older men are usually polygynous ; thus a youth rarely has available for marriage an age-mate female , and he must wait for a younger generation of females to mature before cohabitation <head>with</head> them .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8895	They feel that it will lead to the rich getting transport and the poor getting starvation <head>with</head> land currently used for food production being used for fuel .	166	expressing correlation (e.g., increases with age)
8896	In the Moluccas we watched people piercing their cheeks and arms with swords , submitting to having their backs and chest beaten <head>with</head> boulders , eating glass , rolling in fire -- and suffering no ill effects .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8897	It appears to have rather generalized habits , feeding on everything from worms to clams , which it can crush <head>with</head> its powerful appendages , using the bases of its legs like nutcrackers .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8898	The charges arise from an incident last January during which an off duty police officer was allegedly hit <head>with</head> a hammer while he waited for a taxi in Cheltenham .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8899	The young woman lay across the floor of her spotless kitchen , her skull smashed <head>with</head> such force that the brain was exposed .	164	indicating the manner or circumstances (but not cause or motivation) of something (e.g., fix with precision)
8900	He studied <head>with</head> Fanny Waterman and at the Moscow Conservatoire .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8901	There he played his own Piano Concerto in D , K.537 , for which he received yet another snuffbox , and heard an organ recital by J.W. Heler , whose teacher had studied <head>with</head> J. S. Bach .	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8902	"Like many young American composers he studied <head>with</head> Nadia Boulanger , but after 1925 set out to achieve the ` discipline of spontaneity "" which he found in Stein 's writings ."	175	indicating a participating entity/thing in an action/activity (e.g., talk with Joe, merge with traffic)
8903	Mr Baughan was pushed out of his chair and battered <head>with</head> a piece of wood .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8904	But the judge was prepared to award a declaration that the government had not complied <head>with</head> their obligation to consult .	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8905	Its purpose is to impose an obligation upon Norwich to secure that Winchester complies <head>with</head> the Rules .	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8906	The appellant failed to comply <head>with</head> the rules of the hostel , on one occasion leaving without permission , and was brought before the magistrates ' court who returned him to the hostel .	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8907	Sir : The letter from the vice-chancellor of Essex University ( 10 October ) reflects the appalling compliance <head>with</head> government views which has been the policy of the Committee of Vice-Chancellors and Principals over the last decade .	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8908	The firm says that compliance <head>with</head> the audit regulations , through intra-firm quality controls and annual file reviews by an independent partner , would be far more effective .	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8909	This motion calls for safety reps to be given the right to be involved in all workplace environmental issues , including inspections of all plant and equipment , assessing the compliance <head>with</head> company policies and the regulatory requirements .	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8910	Pelted <head>with</head> rotten eggs and faced with armed threats , the protesters eventually turned back .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8911	In the streets hijras are jeered at , sometimes even pelted <head>with</head> rubbish .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8912	The punching elbow must be flexed before it can be extended fully , and any attempt to strike <head>with</head> a semi-extended arm is sure to fail because of the obvious weakness of the technique .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8913	The jumping front kick 1 : drive upwards and forwards , thrusting the leg out to strike <head>with</head> the ball of the foot .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8914	4 Extend the right leg outwards , pulling the toes back sharply so that you strike <head>with</head> the heel to the chest area .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8915	By curving up its abdomen it gives the false impression that it is about to strike <head>with</head> its tail .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8916	They 've never known the delights of being shut in a cupboard and smacked <head>with</head> a hairbrush by a Nanny whose starched apron crackled across her bosom like approaching thunder .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8917	"What made Imamu an outsider in Brooklyn is quite similar to the reason Boo is an outsider in ` To Kill a Mockingbird "" , he did not conform <head>with</head> his new community 's social behaviour ."	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8918	These changes , and the need for Britain to conform <head>with</head> EC legislation , gave rise to ever more comprehensive labelling regulations .	168	indicating the complement of an adherence/conformity word (e.g., adheres with, conforms with)
8919	Around them graceful Masai women in long leather skirts are sweeping the boma and plastering the huts <head>with</head> cow dung .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8920	I 'm not here to be a dolly , dabbing his temples <head>with</head> eau de cologne and picking up his wife 's laundry .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8921	She dabbed her lips <head>with</head> salt water again and crumbled some of the roasted chicken neck into her mouth .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8922	I have pricked my first blister , squeezed out the fluid , and dabbed it <head>with</head> surgical spirit .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8923	""" I had to do extra rehearsals because I was new and she would daub my legs <head>with</head> methylated spirits and iodine ."	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8924	Her face was always carefully rouged , her mouth daubed generously <head>with</head> salve .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8925	Alan Hirst , 39 , who has a rare allergy , injected himself <head>with</head> adrenalin after he was stung at Bawtry , Doncaster .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8926	Murray , he alleged , then had gone to the bothy next door where he had injected three men <head>with</head> heroin .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8927	Mr Goldring claimed Allitt had injected her <head>with</head> insulin and said a test after her death had found a high level of the drug in her blood .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8928	Teams of scuba divers have injected thousands of them <head>with</head> copper .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8929	In rats injected intraperitoneally <head>with</head> bFGF , the number of capillaries almost doubled and the number of myofibroblasts was significantly increased ( by about 30% ) .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8930	The ministry has faced criticism for permitting the sale of milk produced by cows injected <head>with</head> the experimental , genetically engineered drug BST as the identity of farms and dairies taking part in the experiments is kept secret .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8931	Supermice have been grown , injected <head>with</head> rat growth hormone ; and similar transfer of human genes , for quick growth , to cattle , sheep and pigs became a possibility .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8932	The apartment itself was enormous and , as if she were scared of the space , Jane Pargeter had crammed it <head>with</head> expensive furniture .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8933	Do not cram the cage <head>with</head> leaves , for this often leads to condensation and makes it harder to see the caterpillars .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8934	Meanwhile her lads Lester and Luke are cramming her tights <head>with</head> toys and the baby is smearing lipstick all over himself .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8935	His trolley stood forlornly a few yards away , crammed <head>with</head> food for the dinner party .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8936	Round the corner and again a transformation , this time the decor is that of a university study with huge creaking bookcases crammed <head>with</head> dusty volumes .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8937	For small early beets , sow small pots <head>with</head> 2-3 capsules and plant out seedling clusters unthinned .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8938	Other plants sown <head>with</head> the reeds absorb heavy metals and harmful bacteria .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8939	Seed the filter <head>with</head> A.B.A. or similar .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8940	He seeds your body <head>with</head> human fragments ,	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8941	Brush the top of one semi-circle <head>with</head> apricot glaze and place the other on top to form a half-moon sandwich .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8942	Brush the edges of the basin well <head>with</head> grease .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8943	Brush the steaks <head>with</head> the oil .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8944	Brush the back of the shapes <head>with</head> apricot puroNN1 , press a tree on to each corner of the cake and put four on top .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8945	Layer up three sheets of filo pastry , brushing <head>with</head> butter between each sheet .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8946	Brush <head>with</head> milk and sprinkle with Sweetex Granulated .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8947	Unsealed wooden slatted shelves can be treated with caustic cleaner , left in prolonged contact and pressure jet rinsed or brushed vigorously <head>with</head> hot clean water .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8948	"Women were remarking on the window hangings -- ` You could hang my whole downstairs <head>with</head> one of those red curtains , "" said Mary McCulloch , ` and have a length left over for the beds . """	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8949	He has seen the Peliatan dancers on tour , hung his walls <head>with</head> posters of that photogenic island , bought records of gamelan music .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8950	Further , the streets serve as drying grounds in fine weather ; lines are stretched across from house to house , and hung <head>with</head> wet clothing .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8951	She came down heavily , spattering her nightdress <head>with</head> earth , shards of flowerpot , dark streaks of water from spilled asters .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8952	Most notably , it had several close encounters with the Earth , causing great upheavals , dividing the Red Sea , spattering the landscape <head>with</head> flaming petroleum , and in general making life sheer hell for our ancestors .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8953	"During the engagement A.A. bursts were exploding all round me , my port plane received a near miss which made a large hole and spattered the aircraft <head>with</head> splinters , which injured my left elbow . """	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8954	The sluice gates holding back a bottomless reservoir of blood are creaking open , spattering the country <head>with</head> thick , viscous dollops .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8955	She went over to the sink and splashed her face <head>with</head> cold water over and over again .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8956	Instead she blew her nose , splashed her face <head>with</head> cold water , carried a cup of coffee to the bathroom door and knocked .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8957	( Oh , excuse me a minute , my little chaplain is jumping up and down , splattering the parchment <head>with</head> ink .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8958	A passing cart rolled by splattering him <head>with</head> mud and Corbett quietly cursed Burnell for sending him here .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8959	The seeds of further sexual confusion were sown by the custom , in the cinemas of Wellington , Shropshire , where I lived , of spraying the audience <head>with</head> perfumed deodorant during the intervals .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8960	Consider spraying your carpets <head>with</head> stain-retardant which coats the fibres and makes them more resistant to dirt and spills .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8961	"Martin Kippenberger has inset ` My Last Will and Testament "" , a plain white canvas , flush with the wall ; and Martin Gostner has sprayed a column <head>with</head> transparent glue , sticky but invisible ."	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8962	However , to date , the best method I have tried is to spray the lengths of yarn <head>with</head> silicone spray .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8963	Organically farmed crops are not sprayed <head>with</head> any chemical pesticides and are not treated with nitrogen , potassium or phosphate fertilisers .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8964	The next remark was hissed directly into Robert 's ear , and Robert felt his neck lightly sprayed <head>with</head> saliva .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8965	Sprinkle the top evenly <head>with</head> chocolate chips and serve at once .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8966	Anna emptied cornflakes out of the packet until her bowl was piled high , sprinkled the pile <head>with</head> sugar and doused it in milk , then sat staring at it while the sugar dissolved and the cornflakes drooped .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8967	Within a few days of laying I place the egg mass in a dish , and squirt it <head>with</head> tank water from a pipette .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8968	The Italian crowd went berserk when they realised their man had lost his title , and showered Benn <head>with</head> coins and rubbish .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8969	She popped a prawn ball into her mouth and bit on it , showering him <head>with</head> sweet and sour sauce .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8970	The most memorable scene has German officers and their ladies trapped in an underground bunker and showered <head>with</head> hand grenades and gasoline .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8971	Quarter figs , top them with some cinnamon-spiced ricotta and drizzle <head>with</head> clear honey .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8972	or did n't heap its trays <head>with</head> fruit and meat	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8973	Alexei leaned a little to one side so that a slave could heap his plate <head>with</head> k'va , the staple grain which was similar to rice .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8974	The proprietor brought them their plates heaped <head>with</head> beef and wild mushrooms and bordered with vegetables , breaking the silence between them .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8975	Current chairman Nazmu Virani is on remand having been charged last week <head>with</head> conspiracy in connection with the Bank of Credit and Commerce International .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8976	The police charged a young nurse <head>with</head> four murders .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8977	STOCKHOLM ( Reuter ) -- A prosecutor formally charged four men of Palestinian origin <head>with</head> a series of terrorist bombings against various US and Israeli offices in Copenhagen and Stockholm between 1985 and 1986 .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8978	"` Only teasing you , Wraysford , "" said Harrington , piling his plate <head>with</head> the fried eggs , which had started to congeal beneath the cover ."	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8979	She had scraped her hair back from her forehead and tied it in a ponytail <head>with</head> a pink ribbon .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8980	His long black hair was tied into its ponytail <head>with</head> a velvet ribbon , his skin was parchment pale , and his eyes dark .	170	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8981	With a bank loan , Belinda bought 5 UNC acres of land bordering Avon and Gloucestershire and planted it <head>with</head> beech , lime , oak and ash trees .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8982	whether we should plant our yards <head>with</head> breadcrumbs	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8983	The Dutch nurserymen have planted a Green Valley <head>with</head> rhododendrons , conifers , acers and heathers spiked with lilies and unusual bulbs .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8984	In some areas he could plant his land <head>with</head> windmills .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8985	Opposite are two beds planted <head>with</head> dwarf conifers and winter flowering heathers .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8986	"They have converted a meadow into 30 "" mini-meadows "" of one square metre , each planted <head>with</head> grasses and plants ."	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
